Customer_ID,Name,Email,Phone,Address,City,State,Zip_Code,Subscription_Type,Service_Tier,Monthly_Bill,Join_Date,Payment_Status,Region,Contract_End,Age_Group,Employment_Status,Customer_Lifetime_Value,Loyalty_Points,Churn_Risk,Number_Of_Devices,Has_Outdoor_Dish,Auto_Pay_Enabled,Paperless_Billing,Last_Payment_Date
3198,Mary Rice,kathleen76@example.net,619-392-8044x09213,"613 Karen Mountains, Lake Wendyland, LA 29568",South Ashley,SOUTH DAKOTA,98764,Sling Blue,Vip,151.39,2021-09-12,Disputed,Midwest,2027-11-07,46-55,Unemployed,14465.57,9848,Medium,8,True,False,False,2026-03-12
9021,Jonathan Lloyd,aprildavidson@example.org,+1-434-369-9828x6682,"0679 Griffin Plain, Port Alex, NJ 34120",Martinmouth,NORTH CAROLINA,13326,America'S Top 120,Premium,192.43,2021-04-14,Disputed,Midwest,2026-08-16,46-55,Retired,3987.07,23330,High,3,True,False,True,2026-03-12
4475,Douglas Suarez,sarahortiz@example.com,+1-547-292-3703x4904,"388 Thompson Gateway Apt. 582, Kaylahaven, NV 35789",Nicolechester,SOUTH DAKOTA,61593,America'S Top 250,Premium,82.78,2021-07-28,Paid,Northwest,2027-09-21,46-55,Unemployed,631.22,26970,Low,5,False,True,False,2026-03-12
7555,Thomas Mills,sanderstravis@example.org,001-292-442-8274x41778,"65274 Smith Rapid, West Staceyland, MN 36208",Rodriguezmouth,OREGON,80792,America'S Top 120,Vip,223.88,2023-02-17,Disputed,South,2026-04-07,56-65,Retired,577.96,23434,Medium,7,True,False,True,2026-03-12
9664,Mark Miller,johnsonchad@example.com,840-682-3942x44626,"17814 Monica Manor Apt. 237, Kelleyborough, SD 13821",West Seanfurt,MONTANA,51331,America'S Top 120,Standard,148.55,2021-12-05,Overdue,South,2026-07-21,46-55,Unemployed,8296.66,14922,Medium,7,False,False,True,2026-03-12
9423,Darius Medina,mmiranda@example.net,(491)587-7654x59272,"9479 James Mall, South Melanie, UT 53634",Catherineside,OREGON,77500,America'S Top 200,Premium,241.21,2022-12-08,Overdue,Northeast,2027-07-15,65+,Student,7128.38,39514,Medium,3,False,False,True,2026-03-12
1295,Angela Velasquez,natasha65@example.com,488.638.6264x57376,"86765 York Walks, Lake Sonya, AK 49557",East Carlabury,NORTH DAKOTA,3334,Sling Blue,Vip,133.42,2026-03-13,Paid,Midwest,2027-11-22,36-45,Student,6508.12,3353,Low,6,True,False,False,2026-03-12
11108,Maurice Erickson,xstevens@example.com,652-440-5144,"121 Washington Forest Apt. 918, Janetport, NE 74693",Edwardchester,MINNESOTA,46849,Sling Blue,Basic,222.9,2021-10-28,Disputed,Midwest,2027-08-08,46-55,Self-Employed,1758.7,1084,High,1,False,True,False,2026-03-12
2463,Jimmy Lowe,leslie39@example.net,001-224-492-5143x5329,"19027 Sharon Extensions, West Jessicafort, KS 22387",North Jeremy,DELAWARE,14465,Spanish Premium,Vip,199.13,2022-02-19,Disputed,South,2026-05-19,56-65,Self-Employed,10754.72,40865,High,3,False,True,False,2026-03-12
1289,Dawn Cruz,amywhite@example.com,001-666-446-1400x3498,"295 Roberts Estates, New Daniel, LA 02538",East Jennifertown,MONTANA,29937,America'S Top 500,Standard,139.89,2021-10-08,Disputed,South,2027-07-26,65+,Retired,6088.9,8623,Medium,1,False,True,False,2026-03-12
8768,Johnny Williams,krobertson@example.org,(263)947-9445x1560,"82118 Tyler Estate, Port Rebeccafurt, TX 99221",Lake Ernest,MAINE,92040,America'S Top 120,Basic,148.94,2022-04-08,Paid,West,2028-01-01,65+,Employed,4563.41,7561,High,4,True,True,True,2026-03-12
7771,Francis Oconnor,bartlettkristin@example.org,630-537-4439x886,"316 George Views Apt. 572, Reneeland, TN 56319",North Robert,IDAHO,91045,America'S Top 200,Premium,127.62,2025-01-02,Pending,Northeast,2027-06-10,26-35,Unemployed,8734.7,25546,Low,8,False,True,True,2026-03-12
1567,Patrick Thomas,jcox@example.com,001-472-889-5736x62351,"2022 Jeff Summit, Karenfort, VA 12056",Victoriaview,INDIANA,16199,Sling Orange,Basic,107.32,2022-02-20,Pending,Northeast,2027-12-07,56-65,Unemployed,3012.45,5719,Medium,8,False,False,True,2026-03-12
9247,Joseph Mendez,waterssean@example.org,Unknown,"628 Christy Port, New David, RI 76957",North David,UTAH,63132,Spanish Premium,Basic,170.85,2022-06-26,Overdue,Midwest,2027-11-01,46-55,Student,7342.8,18970,Low,6,True,False,False,2026-03-12
2395,Veronica Dalton,margaretthompson@example.com,001-474-428-5202x2096,"3965 Hawkins Junctions, Orrbury, ID 33667",Mcgeeshire,RHODE ISLAND,43426,Spanish Premium,Standard,224.48,2024-01-13,Pending,Southwest,2027-02-08,65+,Retired,12155.19,13527,Low,3,True,True,False,2026-03-12
8285,Jeffrey Lamb,stuartharris@example.org,9686783999,"4341 Wright Shoal Apt. 048, Paulside, GA 13944",Sheilamouth,SOUTH DAKOTA,4060,Sling Orange,Vip,143.14,2026-03-04,Disputed,West,2026-03-24,65+,Student,14316.44,8938,High,3,False,True,False,2026-03-12
12480,Christopher Cummings,michelle82@example.com,001-280-804-0436x7852,"35894 Johnson Ridges Apt. 226, West Andrew, MH 59211",Port Joshuaton,NEVADA,77850,America'S Top 500,Standard,126.73,2021-05-30,Paid,Midwest,2026-06-08,36-45,Self-Employed,4506.03,42717,Low,4,False,False,False,2026-03-12
8971,Penny Garcia,gwilliams@example.com,(647)874-7184x94333,"4766 Mooney Prairie, Riosfurt, OH 85044",Lake Melanie,VERMONT,16600,Sling Blue,Standard,222.16,2025-06-20,Overdue,South,2027-07-17,18-25,Employed,6724.86,34815,Medium,6,True,False,True,2026-03-12
2266,Shane Gilbert,tammykim@example.org,454.973.1487,"082 Deanna Knolls, West Jerry, MI 55743",Elizabethchester,WYOMING,20492,America'S Top 250,Vip,233.67,2021-04-03,Overdue,Northwest,2027-06-18,26-35,Retired,14944.76,438,Medium,2,True,True,False,2026-03-12
2202,Henry Austin,tyler40@example.com,588-525-6316x973,"0515 Vincent Mews Suite 910, West Amy, PW 08292",Monicachester,VIRGINIA,40896,America'S Top 200,Basic,91.63,2021-10-13,Pending,South,2027-05-05,36-45,Retired,10823.39,38781,Low,3,False,False,True,2026-03-12
1798,Carrie Howell,troygarcia@example.com,622-792-2130,"5198 Hicks Cape, Williamtown, MT 01860",Lake Sherry,NEW YORK,86989,Sling Orange,Vip,178.75,2023-06-10,Disputed,South,2028-02-01,36-45,Student,7416.49,14152,Medium,2,False,True,True,2026-03-12
5337,Jeff Perkins,carl52@example.org,345.245.4555x50967,"86883 Aaron Crossing, Hermanfurt, CO 81612",New Natashaside,WEST VIRGINIA,13524,America'S Top 120,Basic,245.4,2021-11-12,Pending,Northwest,2026-11-26,36-45,Student,13012.95,33925,Medium,1,True,True,True,2026-03-12
1240,Raymond Sanchez,aguilarrenee@example.com,(645)910-1483x292,"424 Moore Stream Suite 971, Washingtonhaven, IN 25157",New Alan,NEW MEXICO,24616,America'S Top 500,Basic,183.24,2024-03-16,Overdue,South,2027-02-09,18-25,Self-Employed,11906.31,41420,High,6,False,True,False,2026-03-12
6772,Daniel Howard,wilsonrichard@example.com,(252)458-0144,"15987 Rachel Plains, South Josephmouth, LA 84262",Lake Deniseview,CONNECTICUT,62713,Sling Blue,Standard,245.08,2026-03-13,Pending,Midwest,2026-12-12,18-25,Unemployed,5433.72,6305,Medium,8,False,False,True,2026-03-12
2186,Lauren Morton,wnunez@example.com,650.845.5028x91174,"5123 Allison Corners, New Wendy, MS 83308",East Sean,CALIFORNIA,59801,America'S Top 120,Premium,221.89,2022-09-10,Paid,Midwest,2028-01-05,65+,Student,937.42,21296,Medium,7,False,False,False,2026-03-12
11345,Joshua Barnett,moralespatricia@example.com,(898)203-8177x867,"9474 Debbie Mountain, New Jennifermouth, MO 64181",Transtad,WEST VIRGINIA,8826,America'S Top 250,Basic,141.71,2021-05-21,Disputed,West,2027-03-10,26-35,Unemployed,6447.53,7158,High,8,True,False,True,2026-03-12
4514,Randy Curtis,hatkins@example.com,445.699.3325x1082,"53720 Robinson Square Apt. 757, Mariatown, UT 02839",Ayersside,COLORADO,62723,America'S Top 250,Basic,155.43,2022-11-06,Pending,Southwest,2027-07-11,65+,Student,9309.75,7628,Low,5,False,False,False,2026-03-12
12703,Carlos Wright,kimberlymeza@example.net,393-960-1172,"PSC 2631, Box 3143, APO AP 44569",North Latashahaven,GEORGIA,13457,America'S Top 120,Vip,196.16,2021-06-21,Disputed,West,2027-05-10,56-65,Student,12485.73,5172,Medium,5,False,True,False,2026-03-12
12322,Jenna Ramirez,christine58@example.org,943.996.9405,"PSC 6825, Box 8429, APO AA 26747",Brucefort,OKLAHOMA,95512,America'S Top 250,Premium,78.11,2025-12-06,Paid,Midwest,2026-07-16,65+,Retired,7000.77,8406,High,3,False,False,True,2026-03-12
3630,Justin Kelley,kevinjames@example.com,+1-481-379-9272x111,"8869 Barton Village, Martinmouth, WI 02465",New Rebecca,DELAWARE,33671,Sling Orange,Standard,63.53,2022-09-12,Pending,Southwest,2027-08-12,65+,Employed,10585.52,33627,Low,3,True,False,True,2026-03-12
10134,James Rose,sabrinawaters@example.org,529-580-7760,"8374 Carolyn Squares Apt. 256, Lindsayside, MT 29187",Port Carol,NEW JERSEY,63521,America'S Top 200,Premium,69.73,2025-06-08,Paid,Northwest,2027-11-15,65+,Unemployed,2158.23,31045,Low,4,False,True,True,2026-03-12
2091,Justin Smith,lopezdustin@example.org,814.633.2655,"68799 Ryan Curve, East George, MH 17369",East Angie,SOUTH DAKOTA,73226,America'S Top 500,Premium,143.16,2025-07-01,Pending,West,2027-11-06,36-45,Student,5306.78,31145,High,5,False,False,False,2026-03-12
12415,Corey Sawyer,alopez@example.com,311-464-2912x727,"94271 Bennett Ridges Apt. 597, North Thomas, NY 18532",Anthonyfort,FLORIDA,40565,America'S Top 250,Basic,56.4,2023-05-28,Pending,West,2026-12-11,46-55,Unemployed,1131.89,1361,High,1,True,True,False,2026-03-12
1250,Raymond Tran,qhawkins@example.net,345-236-8120x401,"3961 Mcintyre Rest, Brittanyfurt, MT 17800",New Tamara,PENNSYLVANIA,67565,America'S Top 250,Basic,143.67,2021-07-08,Paid,Midwest,2026-08-04,18-25,Employed,4366.61,3582,Medium,7,True,True,True,2026-03-12
4941,David Adkins,oadams@example.net,(972)799-1239,"34589 Todd Circles, South Louisville, NV 75340",Gonzalesberg,NEW MEXICO,27766,Sling Orange,Vip,165.56,2022-08-01,Paid,West,2028-02-19,18-25,Self-Employed,5951.14,29605,Low,5,False,True,False,2026-03-12
11371,Cassandra Nichols,abigailmccoy@example.org,+1-765-713-2772x623,"5836 Turner Spur Apt. 530, East Amanda, MA 97532",South Maxhaven,VERMONT,98362,America'S Top 120,Vip,122.51,2022-08-16,Disputed,Northwest,2027-01-27,26-35,Retired,3877.91,28306,Medium,4,True,True,True,2026-03-12
4848,Paul Mercado,odelgado@example.org,516.232.4838,"USS Bray, FPO AE 48067",Port Stephanie,HAWAII,63310,Sling Blue,Basic,110.23,2021-04-14,Pending,Northeast,2027-06-30,18-25,Self-Employed,1136.57,24257,Low,2,False,True,True,2026-03-12
1281,Carl Hughes,iwilson@example.net,207.976.5669,"8587 Joseph Mountain Suite 407, Johnsonview, MD 46351",West Natashaland,FLORIDA,93617,America'S Top 200,Standard,50.09,2025-08-29,Overdue,Southwest,2028-02-20,46-55,Unemployed,5106.12,6560,High,4,False,False,True,2026-03-12
2850,Brandon Kaufman,judy76@example.com,001-719-433-3254,"543 Thomas Road Suite 884, West Carolyn, OK 14251",Lake Amanda,MAINE,6266,America'S Top 200,Standard,242.4,2023-01-28,Paid,Midwest,2026-06-02,56-65,Self-Employed,6563.98,10373,Medium,5,True,False,False,2026-03-12
2638,Valerie Melendez,jamesgreen@example.org,803-995-9705x540,"7701 Abigail Roads, Susanberg, IA 63264",Troymouth,NEVADA,95602,Sling Orange,Standard,91.01,2022-07-14,Paid,Northeast,2026-11-11,18-25,Student,9935.32,9773,Medium,7,False,True,False,2026-03-12
